cluster_id,cluster_label,source_archive,title,year,source_url,distance_to_cluster
0,Autobiographical lives,dra,Und sicher ist mit mir die Welt verschwunden,2021.0,https://hoerspiele.dra.de/detailansicht/4987036,0.2315317314422547
0,Autobiographical lives,dra,Cleo Fischer – Detektei für ganz besondere Fälle (2. Staffel: 7. Folge: Der schönste Tag im Leben),2023.0,https://hoerspiele.dra.de/detailansicht/5029703,0.304499410206594
0,Autobiographical lives,dra,False Memory,2019.0,https://hoerspiele.dra.de/detailansicht/4970577,0.30881068369714804
0,Autobiographical lives,dra,Wie viele Tage hat das Leben?,2024.0,https://hoerspiele.dra.de/detailansicht/5029613,0.3384814343997635
0,Autobiographical lives,dra,Akte 88 (9. Folge: Zweieinhalb Jahre Tibet),2018.0,https://hoerspiele.dra.de/detailansicht/4962886,0.33977569861642987
1,Social documentary lives,hoerspielundfeature,Zeitenwende,2022.0,https://www.hoerspielundfeature.de/ein-deutsch-deutsches-seniorenhaus-und-seine-geschichten-100.html,0.0979573766747126
1,Social documentary lives,hoerspielundfeature,Back to University,2024.0,https://www.hoerspielundfeature.de/back-to-university-100.html,0.139938964290234
1,Social documentary lives,hoerspielundfeature,Flieg oder stirb,2024.0,https://www.hoerspielundfeature.de/flieg-oder-stirb-100.html,0.14729169553473653
1,Social documentary lives,hoerspielundfeature,Ein Held unserer Zeit,2024.0,https://www.hoerspielundfeature.de/hoerspiel-ein-held-unserer-zeit-100.html,0.1586243412482382
1,Social documentary lives,hoerspielundfeature,Generation U,2026.0,https://www.hoerspielundfeature.de/generation-u-100.html,0.16334389581795417
2,Curated documentary close readings,wirklichkeit_im_radio,Vorname Jonas,1983.0,https://wirklichkeitimradio.de/stueck/vorname-jonas/,0.023758157722143403
2,Curated documentary close readings,wirklichkeit_im_radio,Mein Partner Hansipiepchen,1973.0,https://wirklichkeitimradio.de/stueck/mein-partner-hansipiepchen/,0.025794936573920624
2,Curated documentary close readings,wirklichkeit_im_radio,Die Bidonvilles von Paris,1967.0,https://wirklichkeitimradio.de/stueck/die-bidonvilles-von-paris/,0.027484027227390184
2,Curated documentary close readings,wirklichkeit_im_radio,"Gar nicht so einfach, sich am Leben vorbeizuschleifen",1981.0,https://wirklichkeitimradio.de/stueck/gar-nicht-so-einfach-sich-am-leben-vorbeizuschleifen/,0.028899918472724884
2,Curated documentary close readings,wirklichkeit_im_radio,So long good-bye,1978.0,https://wirklichkeitimradio.de/stueck/so-long-goodbye/,0.029223790389251603
3,Sound art and listening,dra,Nýey,2014.0,https://hoerspiele.dra.de/detailansicht/4205721,0.024885293417188592
3,Sound art and listening,dra,EM-Suite op. 42,2023.0,https://hoerspiele.dra.de/detailansicht/5026565,0.03168905160829971
3,Sound art and listening,dra,Le Rêveur Au Sourire Passager,2003.0,https://hoerspiele.dra.de/detailansicht/1446549,0.0458504380321092
3,Sound art and listening,dra,Voices of the Invisible,2024.0,https://hoerspiele.dra.de/detailansicht/5031783,0.04661714291682162
3,Sound art and listening,dra,Sympathetic Streams,2003.0,https://hoerspiele.dra.de/detailansicht/1449433,0.04677268786884259
4,Letters and correspondence,dra,Die lange Weile der Briefe danach,1992.0,https://hoerspiele.dra.de/detailansicht/1377966,0.06854881105624988
4,Letters and correspondence,dra,Ihr Lieben viel zu weit Entfernten,1996.0,https://hoerspiele.dra.de/detailansicht/1393596,0.06938739457730858
4,Letters and correspondence,dra,Briefe an C.,2003.0,https://hoerspiele.dra.de/detailansicht/1553559,0.07033787421617
4,Letters and correspondence,dra,Briefe für eine Landkarte,1969.0,https://hoerspiele.dra.de/detailansicht/1427974,0.09233044440911475
4,Letters and correspondence,dra,600 Briefe von meinem Vermieter,2006.0,https://hoerspiele.dra.de/detailansicht/1521963,0.09611329419005532
5,Portrait catalogue,dra,Jean Anouilh zum 80. Geburtstag: Majestät des Boulevard - Porträt,1990.0,https://hoerspiele.dra.de/detailansicht/1374736,0.06118149166381448
5,Portrait catalogue,dra,"Pioniere der Radiokunst (9. Folge: ... ""Quer zum Betrieb der Kulturindustrie"")",1986.0,https://hoerspiele.dra.de/detailansicht/1375730,0.06699313971406529
5,Portrait catalogue,dra,"Hörspielwerkstatt - ""Wichtig ist auch die durchkomponierte Pause ...""",1988.0,https://hoerspiele.dra.de/detailansicht/1370564,0.0785731434875172
5,Portrait catalogue,dra,Das Porträt,1994.0,https://hoerspiele.dra.de/detailansicht/1370331,0.07896691386928856
5,Portrait catalogue,dra,Porträt,1986.0,https://hoerspiele.dra.de/detailansicht/1375822,0.09383841469846466
6,Diaries and self-records,dra,Das Tagebuch der Redegonda,1987.0,https://hoerspiele.dra.de/detailansicht/1376346,0.07982353802251652
6,Diaries and self-records,dra,Aus dem Tagebuch eines Trinkers,1996.0,https://hoerspiele.dra.de/detailansicht/1393594,0.09373687560961919
6,Diaries and self-records,dra,Rutkas Tagebuch,2010.0,https://hoerspiele.dra.de/detailansicht/1552123,0.10198498149312907
6,Diaries and self-records,dra,Tagebuch einer Anpassung,1975.0,https://hoerspiele.dra.de/detailansicht/1448840,0.10398654588226686
6,Diaries and self-records,dra,Worpsweder Tagebuch,1979.0,https://hoerspiele.dra.de/detailansicht/1432481,0.10517683049050053
