source_url,title,year,source,audit_reason
https://www.hoerspielundfeature.de/making-of-domestizierte-globetrotter-100.html,"""Domestizierte Globetrotter""",2022.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/der-musiker-performer-und-hoerspielmacher-volkan-t-error-100.html,"""Hauptsache, ich bleibe kredibil!""",2020.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/hoerspiel-nach-george-orwell-1984-1-100.html,1984 (1/4),2024.0,DLF/DLF Kultur,canonical literary work/adaptation rather than life-writing object
https://www.hoerspielundfeature.de/hoerspiel-nach-george-orwell-1984-3-100.html,1984 (3/4),2024.0,DLF/DLF Kultur,canonical literary work/adaptation rather than life-writing object
https://www.hoerspielundfeature.de/50-aktenkilometer-100.html,50 Aktenkilometer,2024.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/long-covid-und-jetzt-3-4-100.html,"Abschied, Systemversagen und Schmerzmanagement",2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/album-teil-2-100.html,Album (2/2),2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/bw-0-100.html,BW 0-1,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/back-to-university-100.html,Back to University,2024.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/krimi-hoerspiel-cher-ebinger-03-bello-e-impossibile-100.html,Bello e impossibile oder Die Dohmsche Verführung,2024.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/beruf-aktivistin-100.html,Beruf: Aktivistin,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/bleibtreu-heisst-die-strasse-hoerspiel-ueber-mascha-kaleko-100.html,Bleibtreu heißt die Straße,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/musikalisches-hoerspiel-ueber-koloniale-gewalt-bowguard-100.html,Bowguard,2020.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/wir-kinder-vom-bahnhof-zoo-2-100.html,Christiane F. - Wir Kinder vom Bahnhof Zoo (2/3),2022.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/dystopia-sound-art-biennale-2024-klangkunst-aus-indien-100.html,DYSTOPIA Sound Art Biennale 2024,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/die-geraeuschemacherin-annika-von-trier-das-leben-ein-100.html,Das Leben - ein Seiltanz,2020.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/das-letzte-register-100.html,Das letzte Register,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/hoerspiel-des-monats-april-100.html,Der Stein in der Tasche,2024.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/elias-canetti-die-blendung-teil-1-100.html,Die Blendung (1/2),2026.0,DLF/DLF Kultur,canonical literary work/adaptation rather than life-writing object
https://www.hoerspielundfeature.de/elias-canetti-die-blendung-teil-2-100.html,Die Blendung (2/2),2026.0,DLF/DLF Kultur,canonical literary work/adaptation rather than life-writing object
https://www.hoerspielundfeature.de/hardi-kurda-die-freiheit-der-frequenzen-100.html,Die Freiheit der Frequenzen,2020.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/die-goldgraeber-100.html,Die Goldgräber,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/auf-der-suche-nach-den-opfern-einer-verwahrpsychiatrie-die-100.html,Die Kinder von Station 19,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/einmal-westberlin-und-zurueck-die-mauerspringer-100.html,Die Mauerspringer,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/die-muschelerde-der-traeume-eine-radio-fantasie-ueber-louis-aragon-100.html,Die Muschelerde der Träume,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/feature-die-zusage-100.html,Die Zusage,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/frauenstimmen-drei-frauen-100.html,Drei Frauen,2021.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/feature-durch-die-blume-hoeren-sounds-pflanzenbasis-100.html,Durch die Blume hören,2024.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/hoerspiel-eisen-100.html,Eisen,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/reihe-wirklichkeit-im-radio-ende-der-anfrage-100.html,Ende der Anfrage,2024.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/feature-entfuehrt-in-syrien-100.html,Entführt in Syrien,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/mein-maennerbild-kriselt-und-jetzt-1-2-100.html,"Escort, Naivität und Nähe",2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/auf-der-suche-nach-einer-verschwundenen-stadt-fear-of-100.html,Fear of Losing New York,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/das-feature-100.html,Feature,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/flieg-oder-stirb-100.html,Flieg oder stirb,2024.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/fordern-statt-foerdern-100.html,Fordern statt Fördern,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/fred-s-ich-wurde-immer-kleiner-100.html,Fred S.: Ich wurde immer kleiner,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/warum-wollte-nathan-sterben-free-as-a-bird-100.html,Free as a bird,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/freistil-100.html,Freistil,2024.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/hoerspiel-elias-canetti-postum-gegen-den-tod-100.html,Gegen den Tod,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/gina-wird-blind-eine-geschichte-aus-new-york-100.html,Gina wird blind,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/glissando-100.html,Glissando,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/herr-gammer-gibt-nicht-auf-100.html,Herr Gammer gibt nicht auf,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/hot-flashes-100.html,Hot Flashes,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/reihe-wirklichkeit-im-radio-hoerbild-ueber-den-kamienna-100.html,Hörbild über den Kamienna-Prozess in Leipzig,2024.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/feature-im-zug-nach-nirgendwo-across-the-sea-100.html,Im Zug nach Nirgendwo (1/2) – Across the sea,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/feature-im-zug-nach-nirgendwo-einsamkeit-hat-viele-namen-100.html,Im Zug nach Nirgendwo (2/2) – Einsamkeit hat viele Namen,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/die-grauzone-100.html,In der Grauzone,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/irgendein-brieftraeger-geschichten-in-einem-mietshaus-100.html,Irgendein Briefträger,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/ironwoman-mit-62-100.html,Ironwoman mit 62,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/jewrofeeling-100.html,Jewrofeeling,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/jiyujin-freier-mensch-dlf-6d65f9db-100.html,Jiyujin - Freier Mensch,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/reihe-18-plus-jiyujin-freier-mensch-100.html,Jiyujin - Freier Mensch,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/jaehnicke-kehrt-zurueck-krimi-jaehnickes-vierter-fall-100.html,Jähnicke kehrt zurück,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/den-demografischen-wandel-gestalten-kalbe-setzt-auf-kunst-100.html,Kalbe setzt auf Kunst,2021.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/kleines-universum-100.html,Kleines Universum,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/das-fressverhalten-der-maeuse-100.html,Krimi-Komödie über einen zweifelhaften Selbstmord,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/kriminalhoerspiel-100.html,Kriminalhörspiel,,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/kurzstrecke-149-hoerspielpreis-max15-2024-die-nominierten-hoerstuecke-100.html,Kurzstrecke 149: Hörspielpreis max15,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/leben-und-tod-der-marilyn-monroe-100.html,Leben und Tod der Marilyn Monroe,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/leicht-leben-sanguiniker-zwischen-spass-und-unvernunft-dlf-cb47d2a8-100.html,Leicht leben - Sanguiniker zwischen Spaß und Unvernunft,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/listening-to-the-world-3-6-der-erde-zuhoeren-100.html,Listening to the World (3/6) – Der Erde zuhören,2024.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/krimi-hoerspiel-liebesabenteuer-einer-verhinderten-100.html,Matildas letzter Sommer,2023.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/ich-fuehre-ein-doppelleben-und-jetzt-3-4-100.html,"Midlife Dating, mentaler Bierbauch und Vaginallaser",2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/mikrokosmos-die-kulturreportage-100.html,Mikrokosmos,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/hoerspiel-ueber-nichtredenwollen-missverstehen-und-100.html,Moor-Schwestern,2025.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
https://www.hoerspielundfeature.de/literatur-letal-102.html,Mord im Literaturbetrieb,2026.0,DLF/DLF Kultur,implicit/keyword-only inclusion; no direct life-writing signal
